code,nombre,Cleanliness,Location,Service,rating_Excellent,rating_Poor,rating_Terrible,rating_Very Good,number_of_reviews,stars
AA455,Hostal Riesco Puerta del Sol,4.6,4.9,4.2,108.0,4.0,9.0,108.0,248.0,4.0
EC3,Babel Guesthouse,3.5,4.6,3.6,7.0,7.0,3.0,12.0,34.0,3.5
BW524,Hostal Aguilar,,,,56.0,2.0,1.0,84.0,176.0,4.0
BW623,Asturias,,,,,,,,5.0,3.5
EC239,NH Madrid Atocha,4.5,4.7,4.4,366.0,25.0,19.0,324.0,847.0,4.0
TH730,SmartRental Gran Via 47,1,4.0,2.5,1.0,1.0,11.0,1.0,15.0,1.5
EX326,Hotel Exe Suites 33,4.4,4.6,4.3,262.0,25.0,8.0,319.0,693.0,4.0
JH156,Six Rooms,,,,7.0,5.0,12.0,11.0,39.0,3.0
JH345,Apartamentos Mayor Centro,4.6,4.9,4.1,22.0,2.0,2.0,19.0,52.0,4.0
EC473,Modular Rooms Hotels,,,,,,,,2.0,5.0
JH592,Hostal Tudescos,,,,7.0,1.0,8.0,7.0,27.0,3.0
EC570,Apartamentos Las Letras,4,4.8,4.0,3.0,1.0,1.0,5.0,12.0,3.5
EX404,Hotel DWO Yuste Alcala,4.5,5.0,4.8,7.0,1.0,0.0,1.0,9.0,4.5
AA203,Gran View Apartments,4,4.9,4.5,94.0,9.0,7.0,41.0,169.0,4.0
AA674,Hostal Charlotte,,,,3.0,5.0,5.0,3.0,18.0,2.5
BW411,Hostal Palacio Madrid,4.8,5.0,4.2,48.0,3.0,4.0,41.0,101.0,4.0
JH99,Rafaelhoteles Piramides,4.2,4.2,4.1,189.0,33.0,17.0,387.0,788.0,4.0
EX176,Netherlands Apartments,,,,,,,,1.0,2.0
AA69,Mc Yolo Apartamentos Avenida De America,5,,3.3,,,,,8.0,3.5
TR232,Hotel Cortezo,4,4.6,3.9,219.0,77.0,42.0,495.0,1082.0,3.5
TH682,Golden 21,,,,4.0,1.0,8.0,2.0,20.0,2.5
BW713,Greenville Apartments,,,,,,,,5.0,1.5
EX53,Hostal Salome,5,4.9,4.7,49.0,0.0,1.0,10.0,60.0,5.0
TH509,Hostal Abril,4,4.7,3.9,56.0,12.0,2.0,65.0,152.0,4.0
TH44,AC Hotel by Marriott Aravaca,4,3.1,3.5,13.0,31.0,13.0,66.0,198.0,3.0
EX11,Village Chueca Apartments,,,,0.0,3.0,20.0,3.0,30.0,1.5
TR645,Hostal Rubio,,,,1.0,3.0,4.0,4.0,20.0,3.0
AA337,Hotel Anaco,3.4,4.7,3.3,77.0,48.0,60.0,92.0,375.0,3.0
EC257,NH Madrid Ribera del Manzanares,4.5,4.0,4.4,823.0,40.0,26.0,754.0,1767.0,4.5
TH582,La Residencia de Estudiates,,,,,,,,4.0,4.5
TR200,Mercure Madrid Plaza de Espana,4.7,4.6,4.5,325.0,10.0,8.0,209.0,603.0,4.5
AA662,Casa Nuraghe,,,,,,,,1.0,1.0
AA714,Hostal Los Perales,1.7,4.3,2.3,1.0,3.0,10.0,0.0,19.0,2.0
AA475,AC Hotel by Marriott Los Vascos,,,,45.0,10.0,2.0,109.0,220.0,4.0
TR67,Hotel Los Condes,4.1,4.6,3.9,187.0,44.0,29.0,455.0,934.0,4.0
EC291,Hostal Los Alpes,4.4,4.8,3.8,125.0,11.0,11.0,173.0,362.0,4.0
JH128,LaNave,4.3,5.0,4.5,5.0,3.0,2.0,15.0,26.0,3.5
BW187,Hotel Eurostars Plaza Mayor,4.6,4.7,4.2,318.0,21.0,17.0,400.0,855.0,4.0
BW33,Hostal Trevinca,,,,12.0,6.0,13.0,10.0,58.0,3.0
AA259,Melia Madrid Serrano,4.6,4.6,4.6,210.0,7.0,16.0,60.0,309.0,4.5
BW685,M-A Rooms Star Hostal,,,,,,,,1.0,1.0
TH615,Blasco de Garay,,,,10.0,5.0,8.0,7.0,34.0,3.0
TH80,Bastardo Hostel,4.5,4.9,4.5,194.0,9.0,19.0,68.0,312.0,4.5
AA565,Hostal Regional,3,4.6,3.2,8.0,6.0,5.0,13.0,45.0,3.5
EX283,Hostal Abadia Madrid,4.3,4.8,4.0,141.0,15.0,26.0,251.0,496.0,4.0
AA87,Hostal Sil & Serranos,4.7,4.7,4.3,68.0,1.0,2.0,52.0,143.0,4.5
TH342,Four Seasons Hotel Madrid,4.9,4.9,4.6,207.0,3.0,17.0,10.0,248.0,4.5
JH229,Abba Madrid Hotel,4.3,3.8,4.1,191.0,19.0,13.0,378.0,722.0,4.0
TR238,7 Islas Hotel,4.5,4.7,4.2,904.0,45.0,21.0,791.0,1942.0,4.5
AA421,Hostal Madrid Inn,4.6,4.9,4.5,275.0,7.0,5.0,160.0,477.0,4.5
AA40,Hostal Cruz Sol,4.2,4.8,3.7,106.0,11.0,4.0,141.0,320.0,4.0
AA26,La Casa Del Madrileno,,,,24.0,8.0,24.0,8.0,73.0,3.0
EC344,NH Collection Madrid Eurobuilding,4.7,4.4,4.6,1850.0,37.0,24.0,643.0,2666.0,4.5
BW170,Hostal Mendoza Madrid,,,,94.0,4.0,12.0,67.0,191.0,4.0
BW436,Madridcito,4.8,4.8,4.7,92.0,1.0,1.0,13.0,111.0,4.5
BW41,Hostal Prado,3.9,4.7,3.3,39.0,6.0,8.0,63.0,133.0,4.0
TH130,NH Madrid Nacional,4.5,4.7,4.4,612.0,54.0,33.0,524.0,1329.0,4.0
TR23,Hotel Madrid Alameda Aeropuerto Affiliated by Melia,4.2,4.2,4.0,590.0,108.0,95.0,825.0,1943.0,4.0
TR323,Hotel One Shot Fortuny 07,4.7,4.7,4.6,94.0,4.0,2.0,40.0,147.0,4.5
EX596,Apartamentos Las Letras by TerravisionTravel,,,,8.0,7.0,9.0,21.0,55.0,3.0
TH417,El Calamo,,5.0,4.5,6.0,0.0,0.0,1.0,7.0,5.0
TH484,Hostal Viky,,,,52.0,23.0,31.0,115.0,290.0,3.5
TR664,Casa de Huespedes Prada,,,,,,,,5.0,2.5
TR370,Hostal Hispano Gran Via,4.5,4.8,4.1,89.0,5.0,9.0,93.0,212.0,4.0
AA731,Hotel Mediterranea,5,2.0,2.3,1.0,5.0,22.0,3.0,34.0,1.5
EC48,Hostal Sabatini,,,,4.0,0.0,1.0,2.0,7.0,4.0
TH327,Axor Feria Hotel,4.5,3.9,4.0,580.0,64.0,66.0,789.0,1732.0,4.0
TR655,Residencia Universitaria Erasmo,,,,2.0,3.0,4.0,7.0,17.0,3.0
EC514,Diezmadrid,4.5,4.8,4.4,107.0,2.0,5.0,60.0,189.0,4.5
JH98,NQN Aparts & Suites,,,,109.0,2.0,4.0,32.0,157.0,4.5
JH585,Campomanes Apartaments,,,,,,,,2.0,4.5
TH300,ibis Madrid Centro Las Ventas,4.5,4.4,4.3,761.0,34.0,14.0,949.0,1945.0,4.0
JH660,Lotus Opera House,,,,,,,,10.0,3.0
EX559,JGM Rooms Huertas,4.8,4.6,3.5,2.0,1.0,2.0,10.0,18.0,3.5
EC82,L&H Gran Via Selection,4.8,4.8,4.6,369.0,6.0,7.0,113.0,516.0,4.5
AA597,Apartamentos Tirso de Molina,3.7,4.3,3.1,8.0,7.0,10.0,19.0,59.0,3.0
BW671,Wunderhouse,,,,,,,,1.0,1.0
EC553,Madrid Centro Turist,,5.0,5.0,,,,,3.0,4.5
TR97,L&H La Latina,3.8,3.5,3.5,35.0,8.0,18.0,32.0,106.0,3.5
EX140,Hostal El Pilar,4.1,4.9,3.7,62.0,20.0,20.0,113.0,253.0,3.5
EC27,Cielo Madrid Studios,3,3.7,3.2,11.0,1.0,3.0,0.0,16.0,4.0
TH111,Hotel Escuela Madrid,4.3,2.9,3.7,14.0,4.0,4.0,19.0,49.0,3.5
AA527,Casa Paraiso,,,,,,,,2.0,5.0
TH636,Apartment Madrid Sol Studio,,,,,,,,1.0,3.0
TR496,Hostal Patria,,,,341.0,5.0,1.0,46.0,414.0,4.5
EX120,Hostal Narvaez & Retiro,3.7,4.1,3.5,7.0,4.0,4.0,23.0,49.0,3.5
AA354,60 Balconies Urban Stay,4.8,4.8,4.5,180.0,2.0,3.0,64.0,256.0,4.5
EX333,Hotel BestPrice,4.5,5.0,4.3,16.0,0.0,0.0,3.0,20.0,5.0
EX418,THC Gran Via Hostel,4,4.3,3.7,34.0,20.0,14.0,48.0,154.0,3.5
TH168,Plaza Mayor Apartamentos Imperial,,5.0,5.0,,,,,2.0,4.5
BW491,Hospedaje la Paz,,,,,,,,1.0,4.0
AA557,Hotel Dome Madrid,,,,91.0,76.0,98.0,135.0,534.0,3.0
BW629,Plaza Espana Room Titania,,,,,,,,1.0,4.0
JH667,Hostal Stella,,,,5.0,11.0,18.0,19.0,83.0,3.0
JH534,Escala Opera,,,,10.0,1.0,3.0,4.0,18.0,4.0
BW599,Apartamentos Camino del Prado,4.3,3.5,3.1,3.0,3.0,7.0,15.0,32.0,3.0
TR12,Hotel Madrid Chamartin Affiliated by Melia,4.2,3.9,3.9,438.0,83.0,65.0,786.0,1702.0,4.0
AA619,Apartamentos Cuatro Caminos,,,,,,,,6.0,3.5
AA477,Hola Rooms,,,,48.0,2.0,3.0,9.0,64.0,4.5
AA521,Hostal Atelier,4.7,4.9,4.3,95.0,4.0,2.0,70.0,190.0,4.5
TH399,Aparthotel Rosales,4.1,4.5,4.2,42.0,4.0,2.0,43.0,112.0,4.0
BW688,Living Concepcion Apartments,,,,,,,,1.0,1.0
TH275,Room Mate Oscar,4.3,4.8,4.4,2014.0,97.0,74.0,876.0,3336.0,4.5
AA71,B&B San Bernardo,,,,,,,,1.0,5.0
TH76,Urban Vida Calatrava,,,,14.0,7.0,13.0,7.0,52.0,3.0
EX648,Hostal Residencia La Coruna,,,,,,,,2.0,2.5
JH5,Hostal San Isidro,4.1,4.8,3.6,21.0,5.0,6.0,59.0,123.0,3.5
EC18,"Mandarin Oriental Ritz, Madrid",,,,,,,,,
JH116,Roisa Centro,3.8,4.4,3.6,37.0,8.0,19.0,43.0,136.0,3.5
BW440,Ocean Drive Madrid,,,,15.0,0.0,5.0,4.0,28.0,4.0
TH183,Apartamentos Centro Norte,,,,2.0,2.0,11.0,7.0,27.0,2.5
EX424,Suites You Zinc,3.8,4.8,3.8,141.0,38.0,42.0,189.0,488.0,3.5
EX677,OYO Residencial Dona Berenguela,,,,,,,,1.0,1.0
TH468,AC Hotel by Marriott Aitana,4.6,4.3,4.3,174.0,10.0,6.0,226.0,482.0,4.0
TR628,Moderno Hotel cerca del aeropuerto,,,,,,,,1.0,5.0
TH693,Sleep in Madrid,,,,,,,,16.0,2.5
EX620,Mombuey 19,,,,,,,,1.0,3.0
EC133,SOL CARLOS VApartaments & Suites,,,,,,,,1.0,1.0
AA59,Vincci Centrum,4.4,4.7,4.3,745.0,82.0,46.0,531.0,1584.0,4.0
JH426,Hostal Edreira,4.4,4.7,4.0,57.0,2.0,3.0,48.0,128.0,4.0
EX74,Hostal Zamora,4.5,4.8,4.4,140.0,3.0,5.0,126.0,305.0,4.5
EX364,Golden Alcala,4.4,3.3,3.5,14.0,2.0,6.0,6.0,31.0,3.5
EC639,Pension Barja,,,,1.0,0.0,5.0,3.0,10.0,2.5
EC408,Hostal Bruna,4.5,4.7,4.2,48.0,10.0,6.0,84.0,169.0,4.0
JH586,Casa de Huespedes San Jose,,,,,,,,3.0,4.5
EX186,Hostal La Casa de La Plaza,4,4.8,3.7,45.0,13.0,9.0,98.0,195.0,4.0
EX450,Pierre & Vacances Apartamentos Edificio Eurobuilding 2,,,,14.0,0.0,7.0,5.0,27.0,3.5
TR653,Village Guesthouse Barco,,,,1.0,2.0,3.0,6.0,16.0,3.0
JH265,AC Hotel by Marriott Avenida de America,4.4,3.7,4.0,154.0,28.0,13.0,311.0,612.0,4.0
BW598,HwithH,4,4.1,3.8,9.0,3.0,5.0,4.0,22.0,3.5
BW314,Hotel Negresco Gran Via,5,5.0,4.2,8.0,0.0,1.0,0.0,12.0,4.0
JH607,Hotel Cuevas Bajas,,,,,,,,2.0,4.5
AA109,Apartamentos Calatrava,,,,,,,,1.0,5.0
JH2,Hotel Miau,4.2,4.8,4.2,70.0,9.0,8.0,109.0,233.0,4.0
BW425,Abalu Suites Madrid,3.3,4.2,3.0,20.0,19.0,22.0,29.0,108.0,3.0
BW227,Clement Barajas Hotel,4.4,4.2,4.2,529.0,49.0,28.0,466.0,1232.0,4.0
TH402,Hostal Royal Cruz,5,5.0,4.6,32.0,0.0,0.0,13.0,50.0,4.5
BW197,Melia Avenida America Hotel & Conference Center,4.3,3.5,4.1,738.0,116.0,83.0,691.0,1932.0,4.0
TR93,Plaza Mayor 5,,,,,,,,1.0,5.0
EC260,AC Hotel by Marriott Atocha,4.5,4.1,3.9,271.0,40.0,35.0,508.0,1038.0,4.0
TH316,NH Collection Paseo del Prado,4.5,4.9,4.5,1117.0,56.0,21.0,604.0,1980.0,4.5
JH414,Hostal Tokio,4.1,4.6,4.0,43.0,5.0,10.0,58.0,153.0,4.0
TR32,Huespedes La Asturiana,,,,5.0,4.0,10.0,17.0,47.0,3.0
TH412,Hostal Alonso,4.2,4.8,4.0,37.0,5.0,2.0,64.0,134.0,4.0
TR139,Hotel Los 5 Pinos,4.2,3.5,3.8,15.0,2.0,4.0,33.0,66.0,4.0
BW144,H10 Puerta de Alcala,4.6,4.6,4.4,348.0,22.0,32.0,220.0,687.0,4.0
TH153,BLESS Hotel Madrid,4.9,4.9,4.8,580.0,7.0,11.0,29.0,644.0,5.0
BW702,Madrid Suites Chueca,,,,,,,,3.0,1.0
EC199,The Level at Melia Castilla,4.9,4.9,5.0,99.0,0.0,0.0,2.0,101.0,5.0
TR132,Woohoo Suites,,,,,,,,4.0,4.0
BW279,Intur Palacio San Martin,4.5,4.9,4.3,767.0,48.0,21.0,681.0,1643.0,4.5
JH302,Hotel Catalonia Goya,4.3,4.6,4.2,383.0,54.0,29.0,480.0,1100.0,4.0
TR489,Hostal Mayor,4.8,4.9,4.4,93.0,1.0,1.0,62.0,163.0,4.5
EX0,Petit Palace Plaza Espana,4.1,4.7,4.2,424.0,52.0,29.0,475.0,1145.0,4.0
TR50,Sungate One Hostel,4.9,5.0,4.9,303.0,5.0,2.0,35.0,351.0,5.0
TH315,NH Collection Madrid Suecia,4.7,4.9,4.7,746.0,17.0,12.0,207.0,1028.0,4.5
TR515,Hostal Sonsoles,,,,84.0,8.0,4.0,95.0,219.0,4.0
EX487,Hostal Triana,,,,91.0,1.0,2.0,93.0,203.0,4.5
EC725,Hostal Casa Sofia,1,,1.0,,,,,5.0,1.0
BW502,Hostal Infantas,,,,7.0,3.0,2.0,10.0,26.0,3.5
EC126,Petit Palace Arenal,3.9,4.8,4.1,745.0,69.0,46.0,581.0,1664.0,4.0
AA155,Comfortable Sleep,,,,,,,,2.0,3.0
BW261,Radisson RED Madrid,4.7,4.7,4.3,53.0,3.0,2.0,12.0,72.0,4.5
BW112,TOC Hostel Madrid,4.5,4.9,4.3,365.0,11.0,16.0,202.0,646.0,4.5
TR624,Albergue Juvenil Santa Cruz de Marcenado,,,,3.0,5.0,5.0,12.0,32.0,3.0
EX7,Hostal Oporto,4.3,4.8,3.8,56.0,20.0,11.0,94.0,222.0,3.5
TR567,Masterhome Residencia,3.5,5.0,3.7,,,,,4.0,4.5
EX526,Agora Juan de Austria,,,,69.0,22.0,12.0,169.0,379.0,3.5
TR321,NH Alonso Martinez,4.4,4.6,4.5,600.0,33.0,16.0,508.0,1279.0,4.5
TH462,Hostal Buenos Aires,,,,26.0,7.0,4.0,62.0,128.0,4.0
JH387,Hostal Los Coronales,4.6,4.0,4.1,66.0,14.0,16.0,76.0,197.0,4.0
JH267,Quatro Puerta del Sol Hotel,4.2,4.8,4.0,293.0,44.0,38.0,541.0,1127.0,4.0
BW483,Smartrental Collection Gran Via Centric II,,,,755.0,15.0,35.0,156.0,989.0,4.5
BW698,PYR Select Bravo Murillo,,,,,,,,3.0,1.5
EC254,Hostal San Lorenzo,3.9,4.5,3.8,13.0,8.0,2.0,12.0,49.0,3.5
JH457,Pullman Madrid Airport & Feria,,,,427.0,39.0,22.0,476.0,1100.0,4.0
JH274,Exe Madrid Norte,4.1,3.2,3.9,160.0,60.0,61.0,336.0,818.0,3.5
EX398,JC Rooms Santa Ana,4.2,4.8,4.1,305.0,50.0,51.0,340.0,868.0,4.0
TR459,Hotel Residencia Lisboa,,,,47.0,3.0,3.0,77.0,152.0,4.0
JH15,Hostal Cordoba,3.7,4.4,3.6,14.0,8.0,11.0,24.0,83.0,3.5
TH184,Neo Magna,3.8,4.3,3.8,82.0,43.0,28.0,152.0,439.0,3.5
TH355,60 Balconies Urban Stay,,,,39.0,1.0,1.0,8.0,52.0,4.5
EC369,Mola! Suites,4.5,4.8,4.0,156.0,5.0,9.0,79.0,270.0,4.5
EX711,Barco Rooms,,,,,,,,4.0,1.0
TH311,Leonardo Boutique Hotel Madrid,4.3,4.0,4.1,76.0,9.0,11.0,84.0,204.0,4.0
AA554,Hostal Alistana,,,,11.0,10.0,6.0,27.0,69.0,3.5
TR466,Rosewood Villa Magna,,,,647.0,14.0,11.0,145.0,855.0,4.5
TR367,Hostal Montaloya,4.2,4.7,4.2,83.0,13.0,6.0,86.0,217.0,4.0
TR717,My City Home Residencia Estudiantes Madrid,,,,,,,,3.0,1.0
TH177,Elba Madrid Alcala,4.7,3.9,4.2,70.0,7.0,16.0,71.0,181.0,4.0
JH180,Apartamentos Leganitos,,,,5.0,0.0,3.0,4.0,17.0,3.5
EC371,Hotel Axor Barajas,4.6,4.0,4.1,734.0,58.0,79.0,652.0,1658.0,4.0
BW528,Letoh Letoh Gran Via,4.3,4.2,3.7,,,,,11.0,3.5
JH340,Room Mate Mario,4.5,4.8,4.5,1156.0,47.0,30.0,785.0,2200.0,4.5
EX401,Hotel Lavapies,4.1,4.1,3.6,9.0,4.0,9.0,24.0,61.0,3.5
EC580,Forum Hotel,,,,2.0,2.0,0.0,5.0,12.0,3.5
AA537,Escala Suites,,,,12.0,4.0,8.0,10.0,41.0,3.5
JH613,Hostel Sant Jordi Puerto Del Sol,,,,,,,,2.0,5.0
AA42,Hotel Victoria 4 Puerta del Sol,4.3,4.8,4.0,278.0,41.0,25.0,472.0,989.0,4.0
AA525,Hostal La Fontana,3.9,4.7,3.9,99.0,18.0,21.0,141.0,352.0,4.0
TR614,Village Sol Carretas,,,,,,,,1.0,4.0
AA479,The First One Boutique Hotel,4,5.0,4.6,20.0,2.0,5.0,10.0,41.0,4.0
TR17,Plaza Mayor Suites & Apartments,4.7,4.8,4.6,25.0,0.0,1.0,8.0,36.0,4.5
EC579,Apartamentos Chueca,,,,,,,,2.0,5.0
BW716,H Metropolitan Atocha,2.4,3.8,2.3,1.0,2.0,18.0,3.0,33.0,2.0
JH335,Gran Central Suites,5,4.8,5.0,23.0,0.0,0.0,6.0,31.0,4.5
JH83,Woohoo Rooms Boutique Gran Via,,,,,,,,1.0,1.0
TR673,Hostal El Descanso,,,,4.0,1.0,6.0,3.0,20.0,3.0
TH252,Pension Magdalena,3.8,4.6,3.9,34.0,6.0,6.0,57.0,123.0,4.0
EX247,Hotel Meninas - Boutique Hotel,4.4,4.8,4.2,499.0,50.0,39.0,449.0,1169.0,4.0
TH617,Chueca Style,,,,,,,,1.0,4.0
JH503,Numa l Script,,,,432.0,7.0,12.0,173.0,654.0,4.5
TH727,BlueSense Madrid Serrano,,,,9.0,45.0,101.0,26.0,225.0,2.0
JH646,Hostal Fuente Mar,,,,,,,,3.0,3.0
AA583,Hostal Residencia Americano,3.5,4.8,3.3,8.0,9.0,10.0,24.0,69.0,3.0
TH65,Hostal Playa,,,,5.0,1.0,5.0,16.0,43.0,3.5
TR285,Hotel Ibis Budget Madrid Calle 30,4.3,3.8,4.1,242.0,42.0,25.0,381.0,843.0,4.0
BW202,VP Plaza Espana Design,4.9,4.9,4.8,597.0,4.0,8.0,59.0,687.0,5.0
TR273,Hotel Mora by Mij,4.1,4.8,3.7,88.0,36.0,23.0,207.0,465.0,3.5
BW228,Hotel Exe Plaza,4.2,3.9,3.9,308.0,63.0,49.0,657.0,1315.0,4.0
TR442,Aparthotel G3 Galeon,,,,72.0,14.0,7.0,123.0,270.0,4.0
BW190,Hostal Rivera,3.3,4.3,3.1,17.0,23.0,24.0,53.0,159.0,3.0
TR124,VP Jardin Metropolitano,4.5,4.2,4.3,356.0,17.0,13.0,333.0,777.0,4.5
TH435,Hostal Rias Bajas,4.2,4.6,4.0,28.0,2.0,0.0,56.0,105.0,4.0
TH173,Hostal del Mar,,,,0.0,3.0,2.0,1.0,9.0,2.5
EC540,No Name City Hostel,,,,7.0,2.0,3.0,20.0,42.0,3.5
JH454,Sonder Malasana,4.6,4.8,4.7,99.0,0.0,2.0,5.0,106.0,5.0
TR595,Tirso De Molina Suites,,,5.0,,,,,4.0,4.0
BW630,Hostal Delvi,,,,,,,,5.0,3.0
EC123,The Walt Madrid,4.8,4.8,4.6,208.0,3.0,4.0,81.0,314.0,4.5
TR556,Bauza,,,,4.0,0.0,0.0,5.0,10.0,4.5
TR339,Petit Palace Cliper Gran Via,3.8,4.7,4.1,610.0,87.0,65.0,500.0,1495.0,4.0
JH43,CC Atocha,4.6,4.7,4.6,15.0,3.0,1.0,21.0,44.0,4.0
TH77,Pension Munoz,,,,1.0,3.0,3.0,0.0,7.0,2.0
EC100,Bob W Arte,,,,,,,,26.0,5.0
BW103,Residencia Universitaria Vallehermoso,,,,,,,,4.0,4.0
JH541,Hostal Rio Mino,4,4.7,3.9,5.0,1.0,0.0,7.0,18.0,4.0
JH296,Ibis Budget Madrid Vallecas,4,3.0,3.8,72.0,38.0,42.0,125.0,389.0,3.5
JH429,Hostal La Selecta,4.6,4.7,4.3,31.0,0.0,0.0,21.0,57.0,4.5
EC272,Aparthotel Serrano Recoletos,3.6,4.4,3.4,254.0,58.0,65.0,326.0,879.0,3.5
EX178,HRC Hotel,4.2,4.5,4.2,303.0,44.0,27.0,319.0,851.0,4.0
TR388,Hostal Armesto,4.3,4.7,3.9,37.0,4.0,4.0,63.0,133.0,4.0
EX298,Casual del Teatro Madrid,4.3,4.8,4.3,219.0,13.0,14.0,190.0,492.0,4.0
EX422,Hostal Nersan II,4.3,4.3,3.4,12.0,5.0,6.0,23.0,55.0,3.5
EC108,Canopy by Hilton Madrid Castellana,4.8,4.4,4.6,77.0,4.0,5.0,10.0,102.0,4.5
JH110,Hotel Unico Madrid,,,,1170.0,15.0,7.0,177.0,1412.0,5.0
EX143,Hotel Madrid Centro Affiliated by Melia,4,4.7,3.9,285.0,110.0,81.0,594.0,1423.0,3.5
EX38,Aparthotel EnCasa,4.1,3.6,4.1,17.0,5.0,6.0,25.0,61.0,3.5
TH25,Novotel Madrid Campo De Las Naciones Hotel,4.6,4.2,4.3,67.0,7.0,8.0,68.0,177.0,4.0
AA166,Arbol del Japon,,,,,,,,2.0,4.5
TH268,AC Hotel by Marriott Carlton Madrid,4.4,4.3,4.1,454.0,51.0,36.0,781.0,1574.0,4.0
TR249,Hotel Mirador Puerta del Sol,4.4,4.8,4.1,105.0,13.0,10.0,169.0,342.0,4.0
TR225,Silken Puerta Madrid,4.5,3.5,4.0,362.0,66.0,53.0,434.0,1075.0,4.0
EC536,Hostal Abami,,,,,,,,10.0,4.5
TR406,Hyatt Regency Hesperia Madrid,4.7,4.4,4.7,1381.0,44.0,29.0,424.0,1977.0,4.5
EC531,Blume Apartamentos,3.7,4.8,3.9,8.0,0.0,1.0,11.0,24.0,4.0
TR601,Hostal Corona,,,,,,,,2.0,4.5
AA163,URSO Hotel & Spa,,,,583.0,13.0,11.0,140.0,774.0,4.5
AA486,THC Bergantin Hostel,,,,88.0,6.0,4.0,95.0,226.0,4.0
EC678,Albergue Juvenil Richard Schirrmann,,,,2.0,3.0,3.0,0.0,11.0,2.5
EX73,La Posada de Cercedillaventura,5,5.0,5.0,9.0,0.0,3.0,0.0,13.0,4.0
TH407,Hostal Art Madrid,4.5,4.8,4.4,304.0,7.0,4.0,214.0,586.0,4.5
TH465,Hostal Castilla II Puerta del Sol,,,,65.0,14.0,30.0,136.0,298.0,3.5
TH282,Vincci Capitol Hotel,4.3,4.9,4.1,974.0,133.0,96.0,790.0,2290.0,4.0
JH149,8 Rooms Madrid,4.4,4.4,4.0,110.0,10.0,10.0,90.0,251.0,4.0
TH520,Hostal Benamar,,,,129.0,3.0,6.0,109.0,257.0,4.5
EC460,Hostal America,3.9,4.5,3.8,31.0,14.0,11.0,69.0,169.0,3.5
JH500,Hostel Meeting Point,,,,94.0,31.0,40.0,70.0,275.0,3.5
BW258,Hotel Sardinero Madrid,4.5,4.7,4.4,473.0,23.0,17.0,337.0,921.0,4.5
BW472,Far Home Hostels,4.3,4.8,4.0,70.0,11.0,12.0,70.0,197.0,4.0
AA240,Ayre Gran Hotel Colon,4.2,3.7,4.0,1006.0,110.0,74.0,1362.0,2986.0,4.0
EC317,VP Jardin de Recoletos,4.7,4.8,4.5,434.0,6.0,3.0,230.0,703.0,4.5
AA608,Apartamentos Madrid Centro,,,,,,,,1.0,5.0
JH518,Arenal Suites Preciados,,,,,,,,5.0,5.0
AA605,Gran Via Suites III,,,,,,,,1.0,5.0
EX632,Apartamentos Real,,,,,,,,1.0,4.0
TR174,A&Z ULISES Guest House,5,3.5,3.3,4.0,0.0,2.0,0.0,7.0,3.5
JH383,Rafaelhoteles Ventas,4.1,4.0,3.9,251.0,69.0,47.0,481.0,1103.0,3.5
BW627,Mindanao Hotel,,,,,,,,1.0,5.0
EX343,ILUNION Alcala Norte,4.4,3.5,4.2,404.0,35.0,29.0,444.0,1078.0,4.0
EC359,Arenal Suites Madrid,4.8,5.0,4.8,27.0,0.0,0.0,3.0,31.0,5.0
BW381,Hostal la Perla Asturiana,4,4.9,4.0,95.0,10.0,6.0,143.0,308.0,4.0
TH493,TH Aravaca,,,,16.0,9.0,18.0,27.0,112.0,3.0
BW621,Hostal Parajas,,,,,,,,30.0,3.0
EC735,MIT House Salamanca Confort Penalver en Madrid Capital,,,,,,,,1.0,1.0
AA319,Relais & Chateaux Hotel Orfila,4.8,4.8,4.9,1485.0,13.0,6.0,182.0,1723.0,5.0
BW389,Hostal Josefina,3.8,4.9,3.4,33.0,14.0,21.0,81.0,199.0,3.5
EC175,Hostal Enebral,,,,5.0,13.0,25.0,33.0,100.0,3.0
EC29,CH Adeco II,,,,1.0,1.0,1.0,1.0,7.0,3.0
AA609,Km1 San Bernardo Apartments,,,,,,,,11.0,3.5
AA490,Hostal Granado,4.3,3.6,4.1,26.0,1.0,3.0,26.0,76.0,4.0
EX535,Piamonte Apartments,,,,12.0,0.0,1.0,9.0,30.0,4.0
AA346,Bluesock Hostels Madrid,4,5.0,4.2,8.0,1.0,5.0,4.0,20.0,3.5
EC390,Hotel Ateneo Puerta del Sol,4.2,4.7,4.2,119.0,23.0,11.0,182.0,408.0,4.0
EX445,Aparthotel Avenida de America,,,,13.0,0.0,2.0,11.0,28.0,4.0
EC374,Apartamentos Juan Bravo,4.1,4.4,3.9,96.0,10.0,8.0,134.0,292.0,4.0
BW205,Hotel Atlantico,4.8,4.9,4.6,2596.0,48.0,33.0,1001.0,3864.0,4.5
AA54,Hostal Olmedo,3.8,4.7,3.3,14.0,9.0,10.0,39.0,101.0,3.5
AA548,Village Rooms Barajas,,,,5.0,1.0,0.0,4.0,13.0,4.0
EC127,"Santo Mauro, a Luxury Collection Hotel",,,,,,,,,
TR658,All In Hotels Suites Feria de Madrid,,,,10.0,26.0,32.0,43.0,152.0,3.0
TH449,Espahotel Plaza Basilica,3.9,3.9,3.9,47.0,19.0,15.0,91.0,218.0,3.5
EX4,Hostal Vazquez de Mella -Gran Via-,4.5,4.7,4.1,83.0,11.0,14.0,82.0,211.0,4.0
